epoch,train_dist_loss,val_dist_loss,train_rmsd,val_rmsd
0,0.013717673358490452,0.0006915871217819745,0.02500976484941144,0.026189584159074495
1,0.008714781289364818,0.0013196270377525885,0.03618733162360648,0.03918683273058078
2,0.00772890493436197,0.0013923219939720934,0.038597995906289144,0.0394387200912764
3,0.007212370309532898,0.0012358436543678315,0.037672799282394275,0.03837332689717595
4,0.007006208737462034,0.001077407752510317,0.03586099756067101,0.03520689563368616
5,0.005834235141760316,0.0011189394657994383,0.03681172641899389,0.03849191110525604
6,0.005306954774061033,0.0011233324825486416,0.03794509458689935,0.03766667980735123
7,0.005061068262481726,0.0009120785373920111,0.03649898293756972,0.03532976526122639
8,0.004640032773323614,0.0014517146078297043,0.035364702133603036,0.04225264652181019
9,0.004676085653852739,0.0008921279978085442,0.03637875523551646,0.03470780218957924
10,0.004222163999392736,0.0008604331955488494,0.03527455503695761,0.03446744668344806
11,0.004299746405684652,0.0007985277884281135,0.03470122904102423,0.034273125141365095
12,0.003948616556460548,0.0007819004136839924,0.03454111562179645,0.03415331705840431
13,0.0045393809984092415,0.000754089976478561,0.03442189113177298,0.032993262996497436
14,0.003971639018445361,0.0007875360731972821,0.033877496059113874,0.03289257856595162
15,0.0037971254239807144,0.0008657715953193292,0.034181019683588464,0.03297371674685056
16,0.0038050008659075347,0.00126648836386387,0.03407738480836323,0.03922923848273317
17,0.0035294867315259714,0.0007468391052359854,0.03374370079964656,0.03369516822441156
18,0.003267735114574251,0.000714243867100762,0.033600519347719876,0.033179089683044255
19,0.0033373960452513208,0.000681228674820121,0.03347060092417151,0.03067181702889181
20,0.003101641516074629,0.0011681091864698817,0.03274575885401762,0.0371375349362084
21,0.002945024164159297,0.0008463696138684647,0.0339743340528762,0.03775783162082174
22,0.003404914029887131,0.0006623385148386631,0.03430220495424375,0.03306300302879937
23,0.0027488187285098597,0.0008819959441751458,0.03391307726474794,0.03730423719751354
24,0.0028626137465979093,0.000748430939619565,0.034076213172623084,0.03361719046772566
25,0.0026760575189642443,0.0006454508578514795,0.03396740669614524,0.032659734300299656
26,0.0026640853249518914,0.0006974617113106097,0.03288119123413556,0.03375070999037564
27,0.0025351993170988126,0.0005709838299578037,0.032822613758587256,0.031446157246763834
28,0.0025675477278673865,0.0006391638252261761,0.03286589604873859,0.03385224332088132
29,0.0039335373833937985,0.00063163639186779,0.03322634473409962,0.033106517795895865
30,0.002669642103597915,0.0007427825334762196,0.0339386708774345,0.03314603644905902
31,0.0025505596701939862,0.0006153088033426866,0.03336832602174426,0.03210964229627212
32,0.0025772190404844304,0.0006192542100551276,0.032834585371141166,0.03249413802593559
33,0.0022937688137769216,0.000593712520981539,0.0321234210964034,0.03201832945729853
34,0.002393277349048738,0.0006045418016124264,0.032792069454417996,0.03151166585590654
35,0.0022736449805267804,0.0005959987121974766,0.03218031082761651,0.032619966236267686
36,0.0021705554804384982,0.0005724517588803551,0.03205533020755124,0.030645828109442056
37,0.0021043028247506785,0.0005600676438763653,0.0320706082054371,0.03214805169870792
38,0.0021706075990821933,0.0006497861438093279,0.0326605753537936,0.03203566086100503
39,0.002377242927532076,0.0005543532315641642,0.03297143720446804,0.03170545047446307
40,0.002185207697455195,0.0005400046568874776,0.032051979653679875,0.032101267464991826
